,Unnamed: 0,street_address,city,state,zip_code,lat,lon,misc_notes,phone_number,MONDAY_is_closed,MONDAY_open,MONDAY_close,TUESDAY_is_closed,TUESDAY_open,TUESDAY_close,WEDNESDAY_is_closed,WEDNESDAY_open,WEDNESDAY_close,THURSDAY_is_closed,THURSDAY_open,THURSDAY_close,FRIDAY_is_closed,FRIDAY_open,FRIDAY_close,SATURDAY_is_closed,SATURDAY_open,SATURDAY_close,SUNDAY_is_closed,SUNDAY_open,SUNDAY_close,geometry,county,STATEFP,COUNTYFP
0,0,7285 U.S. Highway 431,Albertville,AL,35950,34.275960184184974,-86.20613483986382,Drive-Thru and Carry Out available. Dining Room closed,12568786869,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.20613483986382 34.27596018418497),Marshall,01,095
1,1,955 Airport Drive,Alexander City,AL,35010,32.920478630809576,-85.95232716474425,Drive-Thru and Carry Out available. Dining Room closed,12563291611,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,POINT (-85.95232716474425 32.92047863080958),Tallapoosa,01,123
2,2,2000 Quintard Avenue,Anniston,AL,36201,33.67059192962368,-85.82724268484544,Drive-Thru and Carry Out available. Dining Room closed,12562352234,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,POINT (-85.82724268484544 33.67059192962368),Calhoun,01,015
3,3,710 Brindlee Mountain Parkway,Arab,AL,35016,34.32736879560343,-86.50246236135956,Drive-Thru and Carry Out available. Dining Room closed,12565860334,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.50246236135956 34.32736879560343),Marshall,01,095
4,4,"205 U.S. Highway 72, W",Athens,AL,35611,34.789503700000004,-86.97185390000001,,12562328033,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.97185390000001 34.7895037),Limestone,01,083
5,5,1225 South Main Street,Atmore,AL,36502,31.006282456823765,-87.49338624601533,Drive-Thru and Carry Out available. Dining Room closed,12513682884,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,POINT (-87.49338624601533 31.00628245682377),Escambia,01,053
6,6,500 Cherry Street,Attalla,AL,35954,34.01830518696761,-86.07748234456636,Drive-Thru and Carry Out available. Dining Room closed,12565387378,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,POINT (-86.07748234456636 34.01830518696761),Etowah,01,055
7,7,1580 Opelika Road,Auburn,AL,36830,32.62434129782714,-85.44643673189451,Drive-Thru and Carry Out available. Dining Room closed,13348217507,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,POINT (-85.44643673189451 32.62434129782714),Lee,01,081
8,8,"1818 Ninth Avenue, North",Bessemer,AL,35020,33.40636565299193,-86.96164663558199,,12054280360,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.96164663558199 33.40636565299193),Jefferson,01,073
9,9,1217 Carraway Boulevard,Birmingham,AL,35234,33.53186894332968,-86.80626113682268,,12053281304,False,1100.0,2130.0,False,1100.0,2130.0,False,1100.0,2130.0,False,1100.0,2130.0,False,1100.0,2130.0,False,1100.0,2130.0,False,1100.0,2130.0,POINT (-86.80626113682268 33.53186894332968),Jefferson,01,073
10,10,1653 Center Point Road,Birmingham,AL,35215,33.630755847418065,-86.68433180733405,,12058542920,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,POINT (-86.68433180733405 33.63075584741807),Jefferson,01,073
11,11,1674 Gadsden Highway,Birmingham,AL,35235,33.602435545384346,-86.63873759455971,,12056613381,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-86.63873759455971 33.60243554538435),Jefferson,01,073
12,12,1800 20th Street Ensley,Birmingham,AL,35218,33.50965639264509,-86.8856701672794,,12057873696,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-86.8856701672794 33.50965639264509),Jefferson,01,073
13,13,1928 Bessemer Road,Birmingham,AL,35208,33.49212106330611,-86.88352956080338,,12057875233,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2200.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-86.88352956080338 33.49212106330611),Jefferson,01,073
14,14,7909 Crestwood Boulevard,Birmingham,AL,35210,33.530583875758964,-86.71375282232361,,12059567177,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-86.71375282232361 33.53058387575896),Jefferson,01,073
15,15,828 Green Springs Highway,Birmingham,AL,35209,33.45903827148881,-86.81719489775583,,12059427651,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-86.81719489775583 33.45903827148881),Jefferson,01,073
16,16,1254 U.S. 431,Boaz,AL,35957,34.204466109142764,-86.15216067055225,Drive-Thru and Carry Out available. Dining Room closed,12565933331,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.15216067055225 34.20446610914276),Marshall,01,095
17,17,1925 West Main Street,Centre,AL,35960,34.1601112,-85.7141914,,12564475353,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-85.7141914 34.1601112),Cherokee,01,019
18,18,104 Highway 280 B,Childersburg,AL,35044,33.28368768787262,-86.36169731754242,Drive-Thru and Carry Out available. Dining Room closed,12563785121,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.36169731754242 33.28368768787262),Talladega,01,121
19,19,"2035 Seventh Street, South",Clanton,AL,35045,32.802751060965164,-86.58769616441738,Drive-Thru and Carry Out available. Dining Room closed,12057552638,False,1100.0,1900.0,False,1100.0,1900.0,False,1100.0,1900.0,False,1100.0,1900.0,False,1100.0,1900.0,False,1100.0,1900.0,False,1100.0,1900.0,POINT (-86.58769616441738 32.80275106096516),Chilton,01,021
20,20,"1620 Second Avenue, Southwest",Cullman,AL,35055,34.161365,-86.834936,Drive-Thru and Carry Out available. Dining Room closed,12567346958,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.834936 34.161365),Cullman,01,043
21,21,5799 Alabama Highway 157,Cullman,AL,35058,34.20622535880422,-86.8715065116362,Drive-Thru and Carry Out available. Dining Room closed,12567347728,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.8715065116362 34.20622535880422),Cullman,01,043
22,22,2208 Beltline Road,Decatur,AL,35601,34.58474404956949,-87.02358524497629,,12563536980,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-87.02358524497629 34.58474404956949),Morgan,01,103
23,23,105 Highway 80 East,Demopolis,AL,36732,32.503736100000005,-87.8374426,Drive-Thru and Carry Out available. Dining Room closed,13342895861,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-87.8374426 32.5037361),Marengo,01,091
24,24,109 N.E. Ross Clark Circle,Dothan,AL,36303,31.253306799353656,-85.3873355743475,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13347926474,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-85.3873355743475 31.25330679935366),Houston,01,069
25,25,1801 S.E. Ross Clark Circle,Dothan,AL,36301,31.192260975125777,-85.37989959201337,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13347946669,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-85.37989959201337 31.19226097512578),Houston,01,069
26,26,4468-2 West Main Street,Dothan,AL,36305,31.2370478,-85.45961899999999,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13346779495,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-85.45961899999999 31.2370478),Houston,01,069
27,27,612 Boll Weevil Circle,Enterprise,AL,36330,31.31762677633886,-85.8310902806952,Drive-Thru and Carry Out available. Dining Room closed,13344900034,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-85.83109028069519 31.31762677633886),Coffee,01,031
28,28,840 Liberty Hill Drive,Evergreen,AL,36401,31.454819690394963,-86.962135146631,Drive-Thru and Carry Out available. Dining Room closed,12512160868,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-86.962135146631 31.45481969039496),Conecuh,01,035
29,29,7159 Aaron Aronov Drive,Fairfield,AL,35064,33.46718435820741,-86.91571335378752,,12057802002,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.91571335378752 33.46718435820741),Jefferson,01,073
30,30,1302 North Pine Street,Florence,AL,35630,34.8186579986767,-87.68681883374687,,12567666347,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1100.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-87.68681883374687 34.8186579986767),Lauderdale,01,077
31,31,241 Cox Creek Parkway,Florence,AL,35630,34.83340018559262,-87.6298876386404,,12567677153,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-87.6298876386404 34.83340018559262),Lauderdale,01,077
32,32,2460 South McKenzie Street,Foley,AL,36535,30.3799293,-87.6837566,Drive-Thru and Carry Out available. Dining Room closed,12519433100,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-87.6837566 30.3799293),Baldwin,01,003
33,33,1229 Forestdale Boulevard,Forestdale,AL,35214,33.560725587714664,-86.89180612210748,,12057982009,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.89180612210748 33.56072558771466),Jefferson,01,073
34,34,308 Greenhill Boulevard N.W,Fort Payne,AL,35967,34.46873032461384,-85.70200387763543,Drive-Thru and Carry Out available. Dining Room closed,12569979919,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,POINT (-85.70200387763543 34.46873032461384),DeKalb,01,049
35,35,579 E. Meighan Boulevard,Gadsden,AL,35903,34.00776964263215,-85.98402148594856,Drive-Thru and Carry Out available. Dining Room closed,12565462600,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-85.98402148594856 34.00776964263215),Etowah,01,055
36,36,531 Fieldstown Road,Gardendale,AL,35071,33.65166094426309,-86.82084775867253,,12056316520,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-86.82084775867253 33.65166094426309),Jefferson,01,073
37,37,108 Greenville By-Pass,Greenville,AL,36037,31.8481296161694,-86.63931446073053,Drive-Thru and Carry Out available. Dining Room closed,13349469703,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2200.0,POINT (-86.63931446073053 31.8481296161694),Butler,01,013
38,38,1501 South Gunter,Guntersville,AL,35976,34.344359329261565,-86.30485543978193,Drive-Thru and Carry Out available. Dining Room closed,12565822045,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.30485543978193 34.34435932926156),Marshall,01,095
39,39,"1301 Highway 31, North",Hartselle,AL,35640,34.45478388199957,-86.9475308841536,Drive-Thru and Carry Out available. Dining Room closed,12567734447,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.94753088415359 34.45478388199957),Morgan,01,103
40,40,5692 Highway 278 East,Hokes Bluff,AL,35903,33.98616707682541,-85.86660839628894,Drive-Thru and Carry Out available. Dining Room closed,12564941344,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2100.0,POINT (-85.86660839628894 33.98616707682541),Etowah,01,055
41,41,3065 Allison Bonnett Memorial Drive,Hueytown,AL,35023,33.45002852329525,-86.9848131748514,,12054917041,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,POINT (-86.9848131748514 33.45002852329525),Jefferson,01,073
42,42,1003 Jordan Lane,Huntsville,AL,35816,34.735935495206085,-86.62771817541767,,12568379770,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,POINT (-86.62771817541767 34.73593549520609),Madison,01,089
43,43,"1690 Highway 72, E",Huntsville,AL,35811,34.77279280733113,-86.53247914218132,"Drive-Thru, Delivery, and Carry Out available",12568519786,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,POINT (-86.53247914218132 34.77279280733113),Madison,01,089
44,44,2404 Memorial Parkway,Huntsville,AL,35801,34.71250388491469,-86.5912645446045,,12565348488,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2200.0,POINT (-86.5912645446045 34.71250388491469),Madison,01,089
45,45,4106 North College Ave,Jackson,AL,36545,31.5562973,-87.876152,Drive-Thru and Carry Out available. Dining Room closed,12512622368,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-87.876152 31.5562973),Clarke,01,025
46,46,"1815 Ashville Road, NE, Highway 411",Leeds,AL,35094,33.56195,-86.522892,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",12056992900,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.522892 33.56195),St. Clair,01,115
47,47,75835 Highway 77,Lincoln,AL,35096,33.59549016151205,-86.12203209879397,Drive-Thru and Carry Out available. Dining Room closed,12057632545,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,2300.0,False,1000.0,0.0,False,1000.0,0.0,False,1000.0,2300.0,POINT (-86.12203209879397 33.59549016151205),Talladega,01,121
48,48,7874 Highway 72 West,Madison,AL,35758,34.7538092,-86.7444255,,12568301964,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.74442550000001 34.7538092),Madison,01,089
49,49,8966 Madison Boulevard,Madison,AL,35758,34.67639589796364,-86.75391061222751,,12567727010,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.75391061222751 34.67639589796364),Madison,01,089
50,50,"21363 Highway 11, North",McCalla,AL,35111,33.2460335,-87.13642519999999,Drive-Thru and Carry Out available. Dining Room closed,12054777538,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,False,1030.0,2030.0,POINT (-87.13642519999999 33.2460335),Tuscaloosa,01,125
51,51,12276 U.S. Highway 231,Meridianville,AL,35759,34.87035494645505,-86.57067039839615,,12568291033,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.57067039839615 34.87035494645505),Madison,01,089
52,52,3226 Alabama Highway 14,Millbrook,AL,36054,32.509689159712394,-86.3808383263484,Drive-Thru and Carry Out available. Dining Room closed,13342900770,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2100.0,False,1030.0,2200.0,False,1030.0,2200.0,False,1030.0,2100.0,POINT (-86.3808383263484 32.50968915971239),Elmore,01,051
53,53,2351 St. Stephens,Mobile,AL,36617,30.719291335572404,-88.08461618096828,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",12514566696,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-88.08461618096828 30.7192913355724),Mobile,01,097
54,54,2850 Springhill Ave,Mobile,AL,36607,30.69914570696477,-88.10862758642736,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",12514760760,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-88.10862758642736 30.69914570696477),Mobile,01,097
55,55,5109 Moffat Rd,Mobile,AL,36618,30.720006483013684,-88.16011437607477,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",12513439750,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-88.16011437607477 30.72000648301368),Mobile,01,097
56,56,"5437 Highway 90, W",Mobile,AL,36619,30.5874825,-88.16908079999999,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",12516610033,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-88.16908079999999 30.5874825),Mobile,01,097
57,57,775 Schillinger Road South,Mobile,AL,36695,30.674295174029808,-88.22498621165676,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",12516391712,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-88.22498621165676 30.67429517402981),Mobile,01,097
58,58,950 Main Street,Montevallo,AL,35115,33.10191677801313,-86.8600836588955,Carry Out available. Dining Room closed,12056651017,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,POINT (-86.8600836588955 33.10191677801313),Shelby,01,117
59,59,2528 Eastern Boulevard,Montgomery,AL,36117,32.34770597405791,-86.22287136682381,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13342770620,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.22287136682381 32.34770597405791),Montgomery,01,101
60,60,2687 Zelda Road,Montgomery,AL,36107,32.36443438315465,-86.26749128339145,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13342715773,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.26749128339145 32.36443438315465),Montgomery,01,101
61,61,6808 Atlanta Highway,Montgomery,AL,36117,32.38197887205159,-86.1790751148859,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13343967049,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-86.1790751148859 32.38197887205159),Montgomery,01,101
62,62,917 W. South Boulevard,Montgomery,AL,36105,32.32584128008615,-86.32639830919169,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13346123345,False,1000.0,0.0,False,1000.0,0.0,False,1000.0,0.0,False,1000.0,0.0,False,1000.0,100.0,False,1000.0,100.0,False,1000.0,0.0,POINT (-86.32639830919169 32.32584128008615),Montgomery,01,101
63,63,11884 Highway 157,Moulton,AL,35650,34.488025051417864,-87.27581780059023,Drive-Thru and Carry Out available. Dining Room closed,12569744700,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,POINT (-87.27581780059023 34.48802505141786),Lawrence,01,079
64,64,1910 Woodward Avenue,Muscle Shoals,AL,35661,34.74348913734142,-87.66805633220294,Drive-Thru and Carry Out available. Dining Room closed,12563810681,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-87.66805633220294 34.74348913734142),Colbert,01,033
65,65,1901 32nd Street,Northport,AL,35476,33.238160655809104,-87.57713096193037,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",12053395666,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-87.57713096193037 33.2381606558091),Tuscaloosa,01,125
66,66,910 East Second Avenue,Oneonta,AL,35121,33.95441945520485,-86.46704227206061,Drive-Thru and Carry Out available. Dining Room closed,12052748796,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.46704227206061 33.95441945520485),Blount,01,009
67,67,"101 Sixth Street, North",Opelika,AL,36801,32.651324841721554,-85.37784384846212,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13347491330,False,1000.0,2000.0,False,1000.0,2000.0,False,1000.0,2000.0,False,1000.0,2000.0,False,1000.0,2000.0,False,1000.0,2000.0,False,1000.0,2000.0,POINT (-85.37784384846212 32.65132484172155),Lee,01,081
68,68,2024 U. S. Highway 78 East,Oxford,AL,36203,33.614192464873184,-85.78824286438591,Drive-Thru and Carry Out available. Dining Room closed,12568312240,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,False,1100.0,2000.0,POINT (-85.78824286438591 33.61419246487318),Calhoun,01,015
69,69,630 Cahaba Valley Road,Pelham,AL,35124,33.33493621543629,-86.78166497974492,,12057331802,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,False,1000.0,2230.0,POINT (-86.78166497974492 33.33493621543629),Shelby,01,117
70,70,703 23rd St N,Pell City,AL,35125,33.59568503489713,-86.2835756221648,Drive-Thru and Carry Out available. Dining Room closed,12053383221,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.2835756221648 33.59568503489713),St. Clair,01,115
71,71,1802 Stadium Drive,Phenix City,AL,36867,32.49743873778348,-85.01808751901433,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13342971797,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,False,1100.0,2100.0,POINT (-85.01808751901433 32.49743873778348),Russell,01,113
72,72,601 13th Street,Phenix City,AL,36867,32.47050536110102,-85.00123719582773,"Drive-Thru, Carry Out, and Delivery available. Dining Room closed",13342982918,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-85.00123719582773 32.47050536110102),Russell,01,113
73,73,206 Highway 278 Bypass East,Piedmont,AL,36272,33.9341596,-85.61061219999999,Drive-Thru and Carry Out available. Dining Room closed,12564470065,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,False,1000.0,2200.0,POINT (-85.61061219999999 33.9341596),Calhoun,01,015
74,74,1913 Cobbs Ford Road,Prattville,AL,36066,32.460769254034766,-86.41634373189447,Drive-Thru and Carry Out available. Dining Room closed,13343614088,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,False,1000.0,2100.0,POINT (-86.41634373189447 32.46076925403477),Autauga,01,001
75,75,15045 Hwy 43,Russellville,AL,35653,34.50961318448313,-87.71795339796768,Drive-Thru and Carry Out available. Dining Room closed,12563325526,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,False,1030.0,2000.0,POINT (-87.71795339796768 34.50961318448313),Franklin,01,059
